ID	Poskey	Day	Month	Year	Hours	Minutes	Latitude	Longitude	Area_surveyedkm2	Seastate	Gannets_in_transect	X	Y
2734	170001304	2	7	1998	9	57	58.92	-0.08	0.51	4	0	322676.4811	6535227.464
2735	170001305	2	7	1998	10	2	58.92	-0.05	0.51	4	1	324402.892	6535148.293
2736	170001306	2	7	1998	10	7	58.92	-0.02	0.51	4	0	326129.3254	6535069.897
2737	170001307	2	7	1998	10	12	58.92	0.01	0.51	4	0	327855.7811	6534992.276
2738	170001308	2	7	1998	10	17	58.92	0.04	0.51	4	0	329582.2588	6534915.431
2739	170001309	2	7	1998	10	22	58.92	0.07	0.51	4	0	331308.7585	6534839.361
2740	170001310	2	7	1998	10	27	58.92	0.1	0.51	4	0	333035.2797	6534764.066
2741	170001311	2	7	1998	10	32	58.92	0.13	0.51	4	0	334761.8224	6534689.547
2742	170001312	2	7	1998	10	37	58.92	0.16	0.51	4	0	336488.3863	6534615.803
2743	170001313	2	7	1998	10	42	58.92	0.19	0.55	4	0	338214.9711	6534542.834
2744	170001314	2	7	1998	10	47	58.92	0.22	0.55	4	0	339941.5767	6534470.64
2745	170001315	2	7	1998	10	52	58.92	0.25	0.55	4	0	341668.2028	6534399.222
2746	170001316	2	7	1998	10	57	58.92	0.29	0.55	4	0	343970.4024	6534305.204
2747	170001317	2	7	1998	11	2	58.92	0.32	0.55	4	0	345697.0755	6534235.594
2748	170001318	2	7	1998	11	7	58.92	0.35	0.55	4	0	347423.7684	6534166.76
2749	170001319	2	7	1998	11	12	58.92	0.38	0.55	4	0	349150.4809	6534098.701
2750	170001320	2	7	1998	11	17	58.92	0.41	0.55	4	0	350877.2126	6534031.417
2751	170001321	2	7	1998	11	22	58.92	0.44	0.55	4	0	352603.9635	6533964.909
2752	170001322	2	7	1998	11	27	58.92	0.48	0.55	4	1	354906.3274	6533877.436
2753	170001323	2	7	1998	11	32	58.92	0.51	0.55	5	11	356633.122	6533812.737
2754	170001324	2	7	1998	11	37	58.92	0.54	0.55	5	0	358359.935	6533748.812
2755	170001325	2	7	1998	11	42	58.92	0.57	0.55	5	0	360086.7662	6533685.662
2756	170001326	2	7	1998	11	47	58.92	0.6	0.55	5	0	361813.6153	6533623.288
2757	170001327	2	7	1998	11	52	58.92	0.64	0.55	5	0	364116.1082	6533541.327
2758	170001328	2	7	1998	11	57	58.92	0.67	0.55	5	0	365842.9982	6533480.761
2759	170001329	2	7	1998	12	2	58.92	0.7	0.55	5	0	367569.9055	6533420.971
2760	170001330	2	7	1998	12	7	58.92	0.73	0.55	5	0	369296.8297	6533361.955
2761	170001331	2	7	1998	12	12	58.92	0.76	0.55	5	0	371023.7706	6533303.714
2762	170001332	2	7	1998	12	17	58.92	0.79	0.55	5	0	372750.7281	6533246.248
2763	170001333	2	7	1998	12	22	58.92	0.83	0.55	5	1	375053.3634	6533170.833
2764	170001334	2	7	1998	12	27	58.92	0.86	0.55	5	0	376780.3585	6533115.176
2765	170001335	2	7	1998	12	32	58.92	0.89	0.55	5	0	378507.3694	6533060.294
2766	170001336	2	7	1998	12	37	58.92	0.92	0.55	5	0	380234.3959	6533006.186
2767	170001337	2	7	1998	12	42	58.92	0.96	0.55	5	0	382537.1218	6532935.249
2768	170001338	2	7	1998	12	47	58.92	0.99	0.55	5	0	384264.1837	6532882.95
2769	170001339	2	7	1998	12	52	58.92	1.02	0.55	5	0	385991.2605	6532831.426
2770	170001340	2	7	1998	12	57	58.92	1.05	0.55	5	0	387718.3518	6532780.678
2771	170001341	2	7	1998	13	2	58.92	1.08	0.51	5	0	389445.4576	6532730.704
2772	170001342	2	7	1998	13	7	58.92	1.11	0.51	5	0	391172.5774	6532681.505
2773	170001343	2	7	1998	13	12	58.92	1.14	0.51	5	0	392899.7113	6532633.081
2774	170001344	2	7	1998	13	17	58.92	1.17	0.51	5	0	394626.8588	6532585.432
2775	170001345	2	7	1998	13	22	58.91	1.2	0.51	5	0	396324.0588	6531425.323
2776	170001346	2	7	1998	13	27	58.91	1.23	0.51	5	0	398051.7325	6531379.215
2777	170001347	2	7	1998	13	32	58.91	1.26	0.55	5	0	399779.4193	6531333.883
2778	170001348	2	7	1998	13	37	58.91	1.29	0.55	5	0	401507.1189	6531289.325
2779	170001349	2	7	1998	13	42	58.91	1.33	0.55	5	0	403810.738	6531231.121
2780	170001350	2	7	1998	13	47	58.91	1.36	0.55	5	0	405538.4667	6531188.372
2781	170001351	2	7	1998	13	52	58.91	1.39	0.55	5	0	407266.2074	6531146.398
2782	170001352	2	7	1998	13	57	58.91	1.42	0.55	5	0	408993.96	6531105.199
2783	170001353	2	7	1998	14	2	58.91	1.45	0.54	5	0	410721.7243	6531064.775
2784	170001354	2	7	1998	14	7	58.92	1.48	0.54	5	0	412474.7997	6532138.434
2785	170001355	2	7	1998	14	12	58.92	1.51	0.54	5	0	414202.0872	6532099.567
2786	170001356	2	7	1998	14	17	58.92	1.55	0.54	5	0	416505.1542	6532048.95
2787	170001357	2	7	1998	14	22	58.92	1.58	0.54	5	0	418232.467	6532011.891
2788	170001358	2	7	1998	14	27	58.92	1.61	0.54	5	0	419959.7902	6531975.607
2789	170001359	2	7	1998	14	32	58.92	1.64	0.53	5	0	421687.1236	6531940.098
2790	170001360	2	7	1998	14	37	58.92	1.67	0.53	5	0	423414.4671	6531905.364
2791	170001361	2	7	1998	14	42	58.92	1.7	0.53	5	0	425141.8204	6531871.404
2792	170001362	2	7	1998	14	47	58.92	1.73	0.53	5	0	426869.1833	6531838.219
2793	170001363	2	7	1998	14	52	58.92	1.76	0.53	5	0	428596.5555	6531805.809
2794	170001364	2	7	1998	14	57	58.92	1.79	0.53	5	0	430323.9368	6531774.174
2795	170001365	2	7	1998	15	2	58.92	1.82	0.53	5	0	432051.3271	6531743.314
2796	170001366	2	7	1998	15	7	58.91	1.83	0.54	5	0	432607.6522	6530619.817
2797	170001367	2	7	1998	15	12	58.89	1.83	0.54	5	0	432568.7113	6528393.057
2798	170001368	2	7	1998	15	17	58.87	1.83	0.54	5	0	432529.7787	6526166.303
2799	170001369	2	7	1998	15	22	58.86	1.83	0.54	5	5	432510.3155	6525052.929
2800	170001370	2	7	1998	15	27	58.84	1.83	0.54	5	0	432471.3954	6522826.185
2801	170001371	2	7	1998	15	32	58.82	1.83	0.54	5	0	432432.4835	6520599.448
2802	170001372	2	7	1998	15	37	58.81	1.83	0.54	5	0	432413.0308	6519486.082
2803	170001373	2	7	1998	15	42	58.79	1.83	0.54	5	0	432374.1315	6517259.355
2804	170001374	2	7	1998	15	47	58.77	1.83	0.54	5	0	432335.2405	6515032.634
2805	170001375	2	7	1998	15	52	58.76	1.83	0.54	5	0	432315.7982	6513919.277
2806	170001376	2	7	1998	15	57	58.74	1.83	0.54	5	0	432276.9197	6511692.566
2807	170001377	2	7	1998	16	2	58.73	1.83	0.54	5	0	432257.4837	6510579.214
2808	170001378	2	7	1998	16	7	58.71	1.83	0.56	5	0	432218.6177	6508352.513
2809	170001379	2	7	1998	16	12	58.69	1.83	0.56	5	0	432179.7602	6506125.819
2810	170001380	2	7	1998	16	17	58.68	1.83	0.56	5	0	432160.3346	6505012.475
2811	170001381	2	7	1998	16	22	58.67	1.81	0.56	5	0	430981.0025	6503919.54
2812	170001382	3	7	1998	4	10	58.66	1.49	0.31	5	2	412397.9692	6503179.843
2813	170001383	3	7	1998	4	15	58.66	1.47	0.31	5	0	411237.803	6503206.137
2814	170001384	3	7	1998	4	20	58.66	1.44	0.31	5	0	409497.5632	6503246.226
2815	170001385	3	7	1998	4	25	58.66	1.41	0.31	5	0	407757.3347	6503287.094
2816	170001386	3	7	1998	4	30	58.66	1.39	0.31	5	0	406597.1888	6503314.771
2817	170001387	3	7	1998	4	35	58.66	1.36	0.31	5	0	404856.9798	6503356.937
2818	170001388	3	7	1998	4	40	58.66	1.33	0.31	5	0	403116.7827	6503399.881
2819	170001389	3	7	1998	4	45	58.66	1.31	0.31	5	0	401956.6581	6503428.942
2820	170001390	3	7	1998	4	50	58.66	1.28	0.31	5	0	400216.4815	6503473.184
2821	170001391	3	7	1998	4	55	58.66	1.25	0.31	5	0	398476.3175	6503518.204
2822	170001392	3	7	1998	5	0	58.66	1.23	0.31	5	0	397316.2152	6503548.65
2823	170001393	3	7	1998	5	5	58.66	1.2	0.31	5	0	395576.0725	6503594.968
2824	170001394	3	7	1998	5	10	58.66	1.17	0.33	5	0	393835.943	6503642.064
2825	170001395	3	7	1998	5	15	58.66	1.14	0.33	5	0	392095.8268	6503689.939
2826	170001396	3	7	1998	5	20	58.66	1.11	0.33	5	0	390355.7243	6503738.593
2827	170001397	3	7	1998	5	25	58.67	1.08	0.33	5	0	388647.5089	6504901.186
2828	170001398	3	7	1998	5	30	58.67	1.06	0.33	5	0	387487.7896	6504934.567
2829	170001399	3	7	1998	5	35	58.67	1.03	0.33	5	0	385748.2225	6504985.288
2830	170001400	3	7	1998	5	40	58.67	1	0.33	5	0	384008.6697	6505036.788
2831	170001401	3	7	1998	5	45	58.67	0.97	0.33	5	0	382269.1316	6505089.065
2832	170001402	3	7	1998	5	50	58.67	0.94	0.33	5	0	380529.6082	6505142.122
2833	170001403	3	7	1998	5	55	58.67	0.91	0.33	5	0	378790.0999	6505195.957
2834	170001404	3	7	1998	6	0	58.67	0.89	0.33	5	0	377630.4362	6505232.28
2835	170001405	3	7	1998	6	5	58.67	0.86	0.33	5	0	375890.9535	6505287.412
2836	170001406	3	7	1998	6	10	58.67	0.84	0.32	5	0	374731.307	6505324.6
2837	170001407	3	7	1998	6	15	58.67	0.81	0.32	5	0	372991.8505	6505381.03
2838	170001408	3	7	1998	6	20	58.67	0.78	0.32	5	0	371252.41	6505438.239
2839	170001409	3	7	1998	6	25	58.67	0.75	0.32	5	0	369512.9856	6505496.226
2840	170001410	3	7	1998	6	30	58.67	0.73	0.32	5	0	368353.3786	6505535.317
2841	170001411	3	7	1998	6	35	58.67	0.7	0.32	5	0	366613.9818	6505594.602
2842	170001412	3	7	1998	6	40	58.67	0.67	0.32	5	0	364874.6018	6505654.666
2843	170001413	3	7	1998	6	45	58.67	0.64	0.32	5	0	363135.2388	6505715.508
2844	170001414	3	7	1998	6	50	58.67	0.62	0.32	5	0	361975.673	6505756.503
2845	170001415	3	7	1998	6	55	58.67	0.59	0.32	5	1	360236.3389	6505818.643
2846	170001416	3	7	1998	7	0	58.67	0.56	0.32	5	0	358497.0224	6505881.562
2847	170001417	3	7	1998	7	5	58.67	0.54	0.32	5	0	357337.488	6505923.94
2848	170001418	3	7	1998	7	10	58.67	0.51	0.19	5	0	355598.2014	6505988.157
2849	170001419	3	7	1998	10	10	58.66	0.48	0.35	5	2	353817.0955	6504940.199
2850	170001420	3	7	1998	10	15	58.66	0.45	0.35	5	0	352077.3472	6505005.985
2851	170001421	3	7	1998	10	20	58.66	0.42	0.35	5	0	350337.6175	6505072.549
2852	170001422	3	7	1998	10	25	58.67	0.39	0.35	5	0	348641.2389	6506252.81
2853	170001423	3	7	1998	10	30	58.67	0.36	0.35	5	0	346902.0455	6506320.92
2854	170001424	3	7	1998	10	35	58.67	0.33	0.35	5	0	345162.8713	6506389.809
2855	170001425	3	7	1998	10	40	58.67	0.3	0.35	5	0	343423.7167	6506459.477
2856	170001426	3	7	1998	10	45	58.67	0.27	0.35	5	0	341684.5818	6506529.923
2857	170001427	3	7	1998	10	50	58.67	0.24	0.35	5	0	339945.4668	6506601.148
2858	170001428	3	7	1998	10	55	58.67	0.21	0.35	5	0	338206.3721	6506673.152
2859	170001429	3	7	1998	11	0	58.67	0.18	0.35	5	0	336467.2977	6506745.935
2860	170001430	3	7	1998	11	5	58.67	0.15	0.35	5	0	334728.244	6506819.497
2861	170001431	3	7	1998	11	10	58.67	0.12	0.36	6	0	332989.2111	6506893.837
2862	170001432	3	7	1998	11	15	58.67	0.09	0.36	6	0	331250.1992	6506968.957
2863	170001433	3	7	1998	11	20	58.67	0.06	0.36	6	0	329511.2087	6507044.855
2864	170001434	3	7	1998	11	25	58.67	0.03	0.36	6	0	327772.2396	6507121.532
2865	170001435	3	7	1998	11	30	58.67	-0.00302	0.36	6	0	325858.2395	6507206.828
2866	170001436	3	7	1998	11	35	58.67	-0.03	0.36	6	0	324294.3669	6507277.223
2867	170001437	3	7	1998	11	40	58.67	-0.07	0.36	6	0	321975.8342	6507382.747
2868	170001438	3	7	1998	11	45	58.67	-0.1	0.36	6	1	320236.9609	6507462.8
2869	170001439	3	7	1998	11	50	58.67	-0.13	0.36	6	0	318498.1102	6507543.631
2870	170001440	3	7	1998	11	55	58.67	-0.16	0.36	6	0	316759.2825	6507625.241
2871	170001441	3	7	1998	12	0	58.67	-0.19	0.36	6	0	315020.4779	6507707.63
2872	170001442	3	7	1998	12	5	58.67	-0.22	0.36	6	0	313281.6966	6507790.798
2873	170001443	3	7	1998	12	10	58.67	-0.25	0.36	6	0	311542.9389	6507874.746
2874	170001444	3	7	1998	12	15	58.67	-0.28	0.36	6	0	309804.2049	6507959.472
2875	170001445	3	7	1998	12	20	58.67	-0.32	0.36	6	0	307485.9304	6508073.652
2876	170001446	3	7	1998	12	25	58.67	-0.35	0.36	6	0	305747.2528	6508160.196
2877	170001447	3	7	1998	12	30	58.67	-0.38	0.36	6	0	304008.5997	6508247.519
2878	170001448	3	7	1998	12	35	58.67	-0.41	0.36	6	0	302269.9714	6508335.621
2879	170001449	3	7	1998	12	40	58.67	-0.44	0.36	6	0	300531.368	6508424.502
2880	170001450	3	7	1998	12	45	58.67	-0.47	0.36	6	0	298792.7899	6508514.162
2881	170001451	3	7	1998	12	50	58.67	-0.5	0.36	6	0	297054.2371	6508604.602
2882	170001452	3	7	1998	12	55	58.67	-0.53	0.36	6	0	295315.7099	6508695.82
2883	170001453	3	7	1998	13	0	58.67	-0.56	0.36	6	0	293577.2086	6508787.818
2884	170001454	3	7	1998	13	5	58.67	-0.59	0.36	6	20	291838.7334	6508880.595
2885	170001455	3	7	1998	13	10	58.67	-0.62	0.36	6	1	290100.2844	6508974.151
2886	170001456	3	7	1998	13	15	58.67	-0.66	0.36	6	0	287782.3938	6509100.104
2887	170001457	3	7	1998	13	20	58.67	-0.69	0.36	6	0	286044.0071	6509195.478
2888	170001458	3	7	1998	13	25	58.67	-0.72	0.36	6	0	284305.6473	6509291.632
2889	170001459	3	7	1998	13	30	58.67	-0.75	0.36	6	0	282567.3149	6509388.565
2890	170001460	3	7	1998	13	35	58.67	-0.78	0.36	6	0	280829.0099	6509486.277
2891	170001461	3	7	1998	13	40	58.67	-0.81	0.36	6	6	279090.7326	6509584.768
2892	170001462	3	7	1998	13	45	58.67	-0.84	0.36	6	0	277352.4832	6509684.038
2893	170001463	3	7	1998	13	50	58.67	-0.88	0.36	6	0	275034.8611	6509817.611
2894	170001464	3	7	1998	13	55	58.67	-0.91	0.36	6	1	273296.6777	6509918.701
2895	170001465	3	7	1998	14	0	58.67	-0.94	0.36	6	0	271558.523	6510020.569
2896	170001466	3	7	1998	14	5	58.67	-0.97	0.36	6	0	269820.3971	6510123.217
2897	170001467	3	7	1998	14	10	58.67	-1	0.36	6	0	268082.3004	6510226.644
2898	170001468	3	7	1998	14	15	58.67	-1.03	0.36	6	0	266344.2329	6510330.85
2899	170001469	3	7	1998	14	20	58.67	-1.06	0.36	6	0	264606.195	6510435.836
2900	170001470	3	7	1998	14	25	58.67	-1.09	0.36	6	0	262868.1868	6510541.602
2901	170001471	3	7	1998	14	30	58.67	-1.12	0.36	6	0	261130.2087	6510648.147
2902	170001472	3	7	1998	14	35	58.67	-1.16	0.36	6	0	258812.9515	6510791.419
2903	170001473	3	7	1998	14	40	58.67	-1.19	0.36	6	0	257075.0442	6510899.783
2904	170001474	3	7	1998	14	45	58.67	-1.22	0.36	6	0	255337.1675	6511008.926
2905	170001475	3	7	1998	14	50	58.67	-1.25	0.36	6	0	253599.3219	6511118.849
2906	170001476	3	7	1998	14	55	58.67	-1.28	0.36	6	0	251861.5074	6511229.551
2907	170001477	3	7	1998	16	15	58.67	-1.25	0.37	6	0	253599.3219	6511118.849
2908	170001478	3	7	1998	16	20	58.67	-1.28	0.37	6	0	251861.5074	6511229.551
2909	170001479	3	7	1998	16	25	58.67	-1.31	0.37	6	0	250123.7243	6511341.033
2910	170001480	3	7	1998	16	30	58.67	-1.35	0.37	6	0	247806.7294	6511490.889
2911	170001481	3	7	1998	16	35	58.67	-1.38	0.37	6	0	246069.0204	6511604.19
2912	170001482	3	7	1998	16	40	58.67	-1.41	0.37	6	0	244331.3435	6511718.271
2913	170001483	3	7	1998	16	45	58.67	-1.44	0.37	6	0	242593.699	6511833.131
2914	170001484	3	7	1998	16	50	58.67	-1.47	0.37	6	0	240856.0871	6511948.771
2915	170001485	3	7	1998	16	55	58.67	-1.5	0.37	6	0	239118.508	6512065.191
2916	170001486	3	7	1998	17	0	58.66	-1.54	0.37	6	0	236726.3794	6511109.791
2917	170001487	3	7	1998	17	5	58.66	-1.57	0.37	6	0	234988.3788	6511228.051
2918	170001488	3	7	1998	17	10	58.66	-1.6	0.37	6	1	233250.4116	6511347.092
2919	170001489	3	7	1998	17	15	58.66	-1.63	0.44	5	1	231512.4783	6511466.912
2920	170001490	3	7	1998	17	20	58.66	-1.67	0.44	5	1	229195.2867	6511627.886
2921	170001491	3	7	1998	17	25	58.66	-1.71	0.44	5	0	226878.156	6511790.246
2922	170001492	6	7	1998	4	27	58.16	-2.4	0.88	4	0	182444.1936	6459251.058
2923	170001493	6	7	1998	4	37	58.19	-2.44	0.88	4	0	180364.7891	6462773.785
2924	170001494	6	7	1998	4	47	58.22	-2.49	0.88	4	0	177703.2577	6466345.571
2925	170001495	6	7	1998	4	57	58.25	-2.53	0.88	4	0	175632.6359	6469871.026
2926	170001496	6	7	1998	5	7	58.29	-2.58	0.88	4	0	173073.2632	6474557.28
2927	170001497	6	7	1998	5	17	58.32	-2.62	0.88	4	0	171012.1294	6478085.415
2928	170001498	6	7	1998	6	35	58.41	-2.69	0.39	4	0	167768.623	6488428.45
2929	170001499	6	7	1998	6	40	58.41	-2.66	0.39	4	0	169517.6905	6488280.396
2930	170001500	6	7	1998	6	45	58.41	-2.62	0.39	4	0	171849.8446	6488084.209
2931	170001501	6	7	1998	6	50	58.41	-2.59	0.39	4	0	173599.008	6487937.984
2932	170001502	6	7	1998	6	55	58.41	-2.56	0.39	4	0	175348.2121	6487792.544
2933	170001503	6	7	1998	7	0	58.41	-2.52	0.39	4	0	177680.5473	6487599.843
2934	170001504	6	7	1998	7	5	58.41	-2.49	0.39	4	0	179429.8456	6487456.232
2935	170001505	6	7	1998	7	10	58.41	-2.46	0.39	4	0	181179.184	6487313.406
2936	170001506	6	7	1998	7	15	58.41	-2.42	0.41	4	0	183511.6969	6487124.19
2937	170001507	6	7	1998	7	20	58.41	-2.39	0.41	4	0	185261.1277	6486983.193
2938	170001508	6	7	1998	7	25	58.41	-2.35	0.41	4	0	187593.7632	6486796.417
2939	170001509	6	7	1998	7	30	58.41	-2.32	0.41	4	0	189343.2853	6486657.249
2940	170001510	6	7	1998	7	35	58.41	-2.28	0.41	4	0	191676.0416	6486472.912
2941	170001511	6	7	1998	7	40	58.41	-2.25	0.41	4	0	193425.6537	6486335.574
2942	170001512	6	7	1998	7	45	58.41	-2.22	0.38	4	0	195175.304	6486199.02
2943	170001513	6	7	1998	7	50	58.41	-2.18	0.38	4	0	197508.2302	6486018.167
2944	170001514	6	7	1998	7	55	58.41	-2.15	0.38	4	0	199257.9688	6485883.442
2945	170001515	6	7	1998	8	0	58.41	-2.12	0.38	4	0	201007.745	6485749.501
2946	170001516	6	7	1998	8	5	58.42	-2.09	0.38	4	0	202841.8895	6486727.759
2947	170001517	6	7	1998	8	10	58.42	-2.06	0.38	4	0	204591.2421	6486595.409
2948	170001518	6	7	1998	8	15	58.42	-2.02	0.38	4	0	206923.7694	6486420.161
2949	170001519	6	7	1998	8	20	58.42	-1.99	0.38	4	0	208673.2075	6486289.64
2950	170001520	6	7	1998	8	25	58.42	-1.96	0.38	4	0	210422.682	6486159.902
2951	170001521	6	7	1998	8	30	58.42	-1.93	0.38	4	0	212172.1926	6486030.948
2952	170001522	6	7	1998	8	35	58.42	-1.89	0.38	4	0	214504.9291	6485860.228
2953	170001523	6	7	1998	8	40	58.42	-1.86	0.38	4	0	216254.523	6485733.102
2954	170001524	6	7	1998	8	45	58.42	-1.82	0.38	4	0	218587.3698	6485564.819
2955	170001525	6	7	1998	8	50	58.42	-1.79	0.38	4	0	220337.0458	6485439.521
2956	170001526	6	7	1998	8	55	58.42	-1.76	0.38	4	0	222086.7567	6485315.007
2957	170001527	6	7	1998	9	0	58.42	-1.72	0.38	4	0	224419.7584	6485150.207
2958	170001528	6	7	1998	9	5	58.42	-1.69	0.38	4	0	226169.5497	6485027.52
2959	170001529	6	7	1998	9	10	58.42	-1.66	0.38	4	0	227919.3751	6484905.617
2960	170001530	6	7	1998	9	15	58.42	-1.63	0.57	4	0	229669.2344	6484784.498
2961	170001531	6	7	1998	9	20	58.42	-1.59	0.57	4	0	232002.4325	6484624.224
2962	170001532	6	7	1998	9	25	58.42	-1.56	0.57	4	0	233752.37	6484504.932
2963	170001533	6	7	1998	9	30	58.42	-1.53	0.57	4	1	235502.3406	6484386.424
2964	170001534	6	7	1998	9	35	58.42	-1.49	0.57	4	0	237835.686	6484229.631
2965	170001535	6	7	1998	9	40	58.42	-1.46	0.57	4	1	239585.7331	6484112.95
2966	170001536	6	7	1998	9	45	58.42	-1.43	0.56	4	0	241335.8126	6483997.052
2967	170001537	6	7	1998	9	50	58.42	-1.4	0.56	4	21	243085.9243	6483881.938
2968	170001538	6	7	1998	9	55	58.42	-1.37	0.56	4	0	244836.068	6483767.607
2969	170001539	6	7	1998	10	0	58.42	-1.33	0.56	4	1	247169.6422	6483616.383
2970	170001540	6	7	1998	10	5	58.42	-1.3	0.56	4	0	248919.8596	6483503.88
2971	170001541	6	7	1998	10	10	58.42	-1.27	0.56	4	0	250670.1083	6483392.159
2972	170001542	6	7	1998	10	15	58.42	-1.24	0.56	4	0	252420.3879	6483281.221
2973	170001543	6	7	1998	10	20	58.42	-1.21	0.56	4	0	254170.6984	6483171.067
2974	170001544	6	7	1998	10	25	58.42	-1.17	0.56	4	0	256504.4931	6483025.412
2975	170001545	6	7	1998	10	30	58.42	-1.14	0.56	4	0	258254.8745	6482917.085
2976	170001546	6	7	1998	10	35	58.42	-1.11	0.56	4	0	260005.286	6482809.541
2977	170001547	6	7	1998	10	40	58.42	-1.08	0.56	4	0	261755.7274	6482702.779
2978	170001548	6	7	1998	10	45	58.42	-1.05	0.56	5	0	263506.1983	6482596.801
2979	170001549	6	7	1998	10	50	58.42	-1.01	0.56	5	0	265840.2052	6482456.715
2980	170001550	6	7	1998	10	55	58.42	-0.98	0.56	5	0	267590.7444	6482352.563
2981	170001551	6	7	1998	11	0	58.42	-0.95	0.56	5	1	269341.3125	6482249.195
2982	170001552	6	7	1998	11	5	58.42	-0.92	0.56	5	0	271091.9093	6482146.609
2983	170001553	6	7	1998	11	10	58.42	-0.89	0.56	5	0	272842.5344	6482044.806
2984	170001554	6	7	1998	11	15	58.42	-0.86	0.56	5	1	274593.1879	6481943.786
2985	170001555	6	7	1998	11	20	58.42	-0.82	0.56	5	0	276927.4359	6481810.311
2986	170001556	6	7	1998	11	25	58.42	-0.79	0.56	5	0	278678.1544	6481711.118
2987	170001557	6	7	1998	13	5	58.42	-0.77	0.56	5	0	279845.3153	6481645.424
2988	170001558	6	7	1998	13	10	58.42	-0.73	0.56	5	0	282179.6734	6481515.08
2989	170001559	6	7	1998	13	15	58.41	-0.7	0.56	5	0	283869.1966	6480305.88
2990	170001560	6	7	1998	13	20	58.41	-0.67	0.56	5	0	285620.521	6480209.801
2991	170001561	6	7	1998	13	25	58.41	-0.64	0.56	5	0	287371.8719	6480114.505
2992	170001562	6	7	1998	13	30	58.41	-0.61	0.56	5	0	289123.2493	6480019.991
2993	170001563	6	7	1998	13	35	58.41	-0.57	0.55	5	0	291458.4597	6479895.191
2994	170001564	6	7	1998	13	40	58.41	-0.54	0.55	5	0	293209.8978	6479802.505
2995	170001565	6	7	1998	13	45	58.41	-0.51	0.55	5	0	294961.3615	6479710.601
2996	170001566	6	7	1998	13	50	58.42	-0.48	0.55	5	0	296770.4812	6480731.956
2997	170001567	6	7	1998	13	55	58.42	-0.45	0.55	5	0	298521.4984	6480641.634
2998	170001568	6	7	1998	14	0	58.42	-0.42	0.55	5	0	300272.5406	6480552.094
2999	170001569	6	7	1998	14	5	58.42	-0.39	0.55	5	0	302023.6075	6480463.337
3000	170001570	6	7	1998	14	10	58.42	-0.36	0.55	5	0	303774.6991	6480375.362
3001	170001571	6	7	1998	14	15	58.42	-0.32	0.56	5	0	306109.5256	6480259.28
3002	170001572	6	7	1998	14	20	58.42	-0.29	0.56	5	0	307860.6736	6480173.131
3003	170001573	6	7	1998	14	25	58.42	-0.26	0.56	5	0	309611.8455	6480087.765
3004	170001574	6	7	1998	14	30	58.42	-0.23	0.56	5	0	311363.041	6480003.182
3005	170001575	6	7	1998	14	35	58.42	-0.2	0.56	5	1	313114.2598	6479919.381
3006	170001576	6	7	1998	14	40	58.42	-0.16	0.56	5	2	315449.2544	6479808.863
3007	170001577	6	7	1998	14	45	58.42	-0.13	0.57	5	0	317200.527	6479726.888
3008	170001578	6	7	1998	14	50	58.42	-0.1	0.57	5	0	318951.8223	6479645.696
3009	170001579	6	7	1998	14	55	58.42	-0.07	0.57	5	0	320703.1401	6479565.285
3010	170001580	6	7	1998	15	0	58.42	-0.03	0.57	5	7	323038.265	6479459.289
3011	170001581	6	7	1998	15	5	58.42	-0.000781	0.57	5	0	324744.04	6479382.74
3012	170001582	6	7	1998	15	10	58.42	0.03	0.57	5	0	326541.0253	6479302.902
3013	170001583	6	7	1998	15	15	58.42	0.06	0.57	5	1	328292.4379	6479225.882
3014	170001584	6	7	1998	15	20	58.42	0.1	0.57	5	0	330627.6877	6479124.406
3015	170001585	6	7	1998	15	25	58.42	0.13	0.54	5	0	332379.1495	6479049.211
3016	170001586	6	7	1998	15	30	58.42	0.16	0.54	5	0	334130.6322	6478974.799
3017	170001587	6	7	1998	15	35	58.42	0.19	0.54	5	0	335882.1354	6478901.17
3018	170001588	6	7	1998	15	40	58.42	0.22	0.54	5	0	337633.659	6478828.322
3019	170001589	6	7	1998	15	45	58.43	0.25	0.54	5	0	339430.7422	6479869.083
3020	170001590	6	7	1998	15	50	58.43	0.28	0.54	5	0	341181.8088	6479797.813
3021	170001591	6	7	1998	15	55	58.43	0.31	0.54	5	1	342932.8951	6479727.325
3022	170001592	6	7	1998	16	0	58.43	0.34	0.54	5	0	344684.0008	6479657.619
3023	170001593	6	7	1998	16	5	58.42	0.38	0.54	5	4	346975.4526	6478453.015
3024	170001594	6	7	1998	16	10	58.42	0.41	0.54	5	0	348727.1	6478385.122
3025	170001595	6	7	1998	16	15	58.42	0.44	0.54	5	0	350478.7661	6478318.011
3026	170001596	6	7	1998	16	20	58.42	0.47	0.54	5	0	352230.4507	6478251.682
3027	170001597	6	7	1998	16	25	58.42	0.5	0.56	5	0	353982.1536	6478186.136
3028	170001598	6	7	1998	16	30	58.42	0.53	0.56	5	0	355733.8746	6478121.372
3029	170001599	6	7	1998	16	35	58.42	0.56	0.56	5	1	357485.6135	6478057.389
3030	170001600	6	7	1998	16	40	58.42	0.6	0.56	5	0	359821.2928	6477973.297
3031	170001601	6	7	1998	16	45	58.42	0.63	0.56	5	0	361573.0726	6477911.14
3032	170001602	6	7	1998	16	50	58.42	0.66	0.56	5	2	363324.8695	6477849.765
3033	170001603	6	7	1998	16	55	58.42	0.69	0.56	5	0	365076.6833	6477789.172
